municipality_code,municipality_name,geography_level,age_code,age_band,income_code,income_band,population_15plus,population_municipality_age,estimated_count,p_age_income_given_municipality,p_income_given_municipality_age,p_age_given_municipality,p_age_income_given_municipality_without_tax_proxy
01100,札幌市,municipality,13,75歳以上,I09,500～600万円未満,1758009,268750,407.37262,0.00023172385,0.0015158051,0.1528718,0.00022179791
01100,札幌市,municipality,13,75歳以上,I10,600～700万円未満,1758009,268750,227.61962,0.0001294758,0.00084695673,0.1528718,0.00012301529
01100,札幌市,municipality,13,75歳以上,I11,700～800万円未満,1758009,268750,201.74055,0.00011475513,0.00075066253,0.1528718,0.00010841558
01100,札幌市,municipality,13,75歳以上,I12,800～900万円未満,1758009,268750,257.8001,0.00014664322,0.00095925618,0.1528718,0.00013852882
01100,札幌市,municipality,13,75歳以上,I13,900～1000万円未満,1758009,268750,283.55049,0.00016129069,0.0010550716,0.1528718,0.00015146362
01100,札幌市,municipality,13,75歳以上,I14,1000～1250万円未満,1758009,268750,270.84068,0.00015406103,0.0010077793,0.1528718,0.00014411795
01100,札幌市,municipality,13,75歳以上,I15,1250～1500万円未満,1758009,268750,70.997717,4.0385298e-05,0.00026417755,0.1528718,3.7760605e-05
01100,札幌市,municipality,13,75歳以上,I16,1500万円以上,1758009,268750,440.33549,0.00025047397,0.0016384576,0.1528718,0.00023192017
13103,港区,municipality,01,15～19歳,I01,50万円未満（就業収入なしを含む）,225770,7210,6736.1944,0.029836535,0.93428494,0.031935155,0.030151364
13103,港区,municipality,01,15～19歳,I02,50～100万円未満,225770,7210,356.70179,0.0015799344,0.049473202,0.031935155,0.0014317983
13103,港区,municipality,01,15～19歳,I03,100～150万円未満,225770,7210,37.680679,0.00016689852,0.005226169,0.031935155,0.00012922979
13103,港区,municipality,01,15～19歳,I04,150～200万円未満,225770,7210,12.737989,5.6420202e-05,0.0017667114,0.031935155,3.9282409e-05
13103,港区,municipality,01,15～19歳,I05,200～250万円未満,225770,7210,43.239797,0.00019152145,0.0059971979,0.031935155,0.00012372397
13103,港区,municipality,01,15～19歳,I06,250～300万円未満,225770,7210,6.8416569,3.0303658e-05,0.00094891219,0.031935155,1.8355672e-05
13103,港区,municipality,01,15～19歳,I07,300～400万円未満,225770,7210,16.603679,7.3542449e-05,0.0023028681,0.031935155,4.1400687e-05
13103,港区,municipality,01,15～19歳,I08,400～500万円未満,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,01,15～19歳,I09,500～600万円未満,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,01,15～19歳,I10,600～700万円未満,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,01,15～19歳,I11,700～800万円未満,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,01,15～19歳,I12,800～900万円未満,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,01,15～19歳,I13,900～1000万円未満,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,01,15～19歳,I14,1000～1250万円未満,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,01,15～19歳,I15,1250～1500万円未満,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,01,15～19歳,I16,1500万円以上,225770,7210,0,0,0,0.031935155,0
13103,港区,municipality,02,20～24歳,I01,50万円未満（就業収入なしを含む）,225770,10760,4044.7462,0.017915339,0.37590578,0.047659122,0.019115466
13103,港区,municipality,02,20～24歳,I02,50～100万円未満,225770,10760,811.21874,0.0035931201,0.075392076,0.047659122,0.0048617267
13103,港区,municipality,02,20～24歳,I03,100～150万円未満,225770,10760,326.17992,0.0014447443,0.030314119,0.047659122,0.0016771092
13103,港区,municipality,02,20～24歳,I04,150～200万円未満,225770,10760,238.12803,0.0010547373,0.022130858,0.047659122,0.0011075849
13103,港区,municipality,02,20～24歳,I05,200～250万円未満,225770,10760,1062.9848,0.004708264,0.098790406,0.047659122,0.0046007144
13103,港区,municipality,02,20～24歳,I06,250～300万円未満,225770,10760,1319.3333,0.005843705,0.12261462,0.047659122,0.0053975246
13103,港区,municipality,02,20～24歳,I07,300～400万円未満,225770,10760,1798.9931,0.0079682559,0.16719267,0.047659122,0.006880908
13103,港区,municipality,02,20～24歳,I08,400～500万円未満,225770,10760,711.18378,0.0031500367,0.066095147,0.047659122,0.0025364683
13103,港区,municipality,02,20～24歳,I09,500～600万円未満,225770,10760,340.1006,0.001506403,0.031607862,0.047659122,0.0011462353
13103,港区,municipality,02,20～24歳,I10,600～700万円未満,225770,10760,28.789147,0.00012751538,0.0026755712,0.047659122,9.2617421e-05
13103,港区,municipality,02,20～24歳,I11,700～800万円未満,225770,10760,78.34245,0.00034700115,0.0072808968,0.047659122,0.00024276702
13103,港区,municipality,02,20～24歳,I12,800～900万円未満,225770,10760,0,0,0,0.047659122,0
13103,港区,municipality,02,20～24歳,I13,900～1000万円未満,225770,10760,0,0,0,0.047659122,0
13103,港区,municipality,02,20～24歳,I14,1000～1250万円未満,225770,10760,0,0,0,0.047659122,0
13103,港区,municipality,02,20～24歳,I15,1250～1500万円未満,225770,10760,0,0,0,0.047659122,0
13103,港区,municipality,02,20～24歳,I16,1500万円以上,225770,10760,0,0,0,0.047659122,0
13103,港区,municipality,03,25～29歳,I01,50万円未満（就業収入なしを含む）,225770,18169,1796.9374,0.0079591505,0.098901283,0.080475705,0.0085682224
13103,港区,municipality,03,25～29歳,I02,50～100万円未満,225770,18169,121.13682,0.00053654967,0.0066672255,0.080475705,0.00084918403
13103,港区,municipality,03,25～29歳,I03,100～150万円未満,225770,18169,313.76292,0.0013897458,0.017269135,0.080475705,0.0018698139
13103,港区,municipality,03,25～29歳,I04,150～200万円未満,225770,18169,336.81242,0.0014918387,0.018537752,0.080475705,0.0018208944
13103,港区,municipality,03,25～29歳,I05,200～250万円未満,225770,18169,1510.1748,0.0066889968,0.083118213,0.080475705,0.0075717221
13103,港区,municipality,03,25～29歳,I06,250～300万円未満,225770,18169,1463.6394,0.006482878,0.080556957,0.080475705,0.006952493
13103,港区,municipality,03,25～29歳,I07,300～400万円未満,225770,18169,4320.8158,0.019138131,0.23781253,0.080475705,0.019289255
13103,港区,municipality,03,25～29歳,I08,400～500万円未満,225770,18169,4383.29,0.019414847,0.24125103,0.080475705,0.018385879
13103,港区,municipality,03,25～29歳,I09,500～600万円未満,225770,18169,1999.3425,0.0088556605,0.11004141,0.080475705,0.0079690467
13103,港区,municipality,03,25～29歳,I10,600～700万円未満,225770,18169,1160.9945,0.0051423771,0.063899745,0.080475705,0.0044676365
13103,港区,municipality,03,25～29歳,I11,700～800万円未満,225770,18169,475.87167,0.0021077719,0.026191407,0.080475705,0.0017576999
13103,港区,municipality,03,25～29歳,I12,800～900万円未満,225770,18169,115.59773,0.00051201546,0.0063623606,0.080475705,0.00041443346
13103,港区,municipality,03,25～29歳,I13,900～1000万円未満,225770,18169,22.892092,0.00010139563,0.0012599533,0.080475705,7.6975892e-05
13103,港区,municipality,03,25～29歳,I14,1000～1250万円未満,225770,18169,95.658318,0.00042369809,0.0052649193,0.080475705,0.00032131233
13103,港区,municipality,03,25～29歳,I15,1250～1500万円未満,225770,18169,32.635443,0.00014455173,0.0017962157,0.080475705,0.00010414526
13103,港区,municipality,03,25～29歳,I16,1500万円以上,225770,18169,19.438284,8.609773e-05,0.0010698599,0.080475705,5.6992265e-05
13103,港区,municipality,04,30～34歳,I01,50万円未満（就業収入なしを含む）,225770,21219,2478.5527,0.01097822,0.11680817,0.093985029,0.011775696
13103,港区,municipality,04,30～34歳,I02,50～100万円未満,225770,21219,283.30076,0.0012548202,0.013351278,0.093985029,0.0020145585
13103,港区,municipality,04,30～34歳,I03,100～150万円未満,225770,21219,298.16881,0.0013206751,0.014051973,0.093985029,0.0018560227
13103,港区,municipality,04,30～34歳,I04,150～200万円未満,225770,21219,395.28573,0.0017508337,0.018628858,0.093985029,0.0022207996
13103,港区,municipality,04,30～34歳,I05,200～250万円未満,225770,21219,881.90317,0.0039062017,0.041561957,0.093985029,0.0045317067
13103,港区,municipality,04,30～34歳,I06,250～300万円未満,225770,21219,1244.4377,0.005511971,0.05864733,0.093985029,0.0060919314
13103,港区,municipality,04,30～34歳,I07,300～400万円未満,225770,21219,3099.6923,0.013729425,0.14608098,0.093985029,0.014390341
13103,港区,municipality,04,30～34歳,I08,400～500万円未満,225770,21219,3218.1152,0.014253954,0.15166196,0.093985029,0.014212905
13103,港区,municipality,04,30～34歳,I09,500～600万円未満,225770,21219,3478.8773,0.015408944,0.16395105,0.093985029,0.014507583
13103,港区,municipality,04,30～34歳,I10,600～700万円未満,225770,21219,2016.0207,0.008929533,0.095010163,0.093985029,0.0082186166
13103,港区,municipality,04,30～34歳,I11,700～800万円未満,225770,21219,1201.3286,0.0053210284,0.056615702,0.093985029,0.0046898965
13103,港区,municipality,04,30～34歳,I12,800～900万円未満,225770,21219,740.5086,0.0032799247,0.034898374,0.093985029,0.0027810314
13103,港区,municipality,04,30～34歳,I13,900～1000万円未満,225770,21219,777.26655,0.0034427362,0.036630687,0.093985029,0.0028619835
13103,港区,municipality,04,30～34歳,I14,1000～1250万円未満,225770,21219,705.65128,0.0031255317,0.033255633,0.093985029,0.0025239514
13103,港区,municipality,04,30～34歳,I15,1250～1500万円未満,225770,21219,214.9572,0.00095210699,0.010130411,0.093985029,0.00072857829
13103,港区,municipality,04,30～34歳,I16,1500万円以上,225770,21219,184.93351,0.00081912347,0.0087154675,0.093985029,0.0005794275
13103,港区,municipality,05,35～39歳,I01,50万円未満（就業収入なしを含む）,225770,23930,3359.3186,0.014879384,0.14038105,0.10599282,0.016045665
13103,港区,municipality,05,35～39歳,I02,50～100万円未満,225770,23930,474.82007,0.0021031141,0.019842042,0.10599282,0.0032987007
13103,港区,municipality,05,35～39歳,I03,100～150万円未満,225770,23930,425.44768,0.0018844296,0.017778842,0.10599282,0.0025505797
13103,港区,municipality,05,35～39歳,I04,150～200万円未満,225770,23930,526.85003,0.0023335697,0.022016299,0.10599282,0.0029582817
13103,港区,municipality,05,35～39歳,I05,200～250万円未満,225770,23930,1213.3095,0.0053740954,0.050702445,0.10599282,0.0062116962
13103,港区,municipality,05,35～39歳,I06,250～300万円未満,225770,23930,1006.3709,0.0044575048,0.042054779,0.10599282,0.0049405047
13103,港区,municipality,05,35～39歳,I07,300～400万円未満,225770,23930,2769.1351,0.012265292,0.11571814,0.10599282,0.012807438
13103,港区,municipality,05,35～39歳,I08,400～500万円未満,225770,23930,2971.2683,0.013160598,0.12416499,0.10599282,0.013121733
13103,港区,municipality,05,35～39歳,I09,500～600万円未満,225770,23930,2648.2118,0.011729689,0.11066493,0.10599282,0.011185522
13103,港区,municipality,05,35～39歳,I10,600～700万円未満,225770,23930,2303.6831,0.010203672,0.096267576,0.10599282,0.0094760225
13103,港区,municipality,05,35～39歳,I11,700～800万円未満,225770,23930,1588.085,0.0070340831,0.066363767,0.10599282,0.0063507973
13103,港区,municipality,05,35～39歳,I12,800～900万円未満,225770,23930,1390.0823,0.0061570727,0.058089524,0.10599282,0.0054256832
13103,港区,municipality,05,35～39歳,I13,900～1000万円未満,225770,23930,739.77008,0.0032766536,0.030913919,0.10599282,0.0027581737
13103,港区,municipality,05,35～39歳,I14,1000～1250万円未満,225770,23930,1463.4323,0.006481961,0.061154715,0.10599282,0.0053319574
13103,港区,municipality,05,35～39歳,I15,1250～1500万円未満,225770,23930,457.35768,0.0020257682,0.019112314,0.10599282,0.0016073622
13103,港区,municipality,05,35～39歳,I16,1500万円以上,225770,23930,592.85758,0.002625936,0.024774658,0.10599282,0.0019227077
13103,港区,municipality,06,40～44歳,I01,50万円未満（就業収入なしを含む）,225770,24766,3874.3661,0.017160677,0.15643891,0.10969571,0.018548425
13103,港区,municipality,06,40～44歳,I02,50～100万円未満,225770,24766,824.3188,0.0036511441,0.033284293,0.10969571,0.0057257557
13103,港区,municipality,06,40～44歳,I03,100～150万円未満,225770,24766,637.75713,0.002824809,0.025751317,0.10969571,0.0038727931
13103,港区,municipality,06,40～44歳,I04,150～200万円未満,225770,24766,444.39842,0.0019683679,0.017943892,0.10969571,0.0025136661
13103,港区,municipality,06,40～44歳,I05,200～250万円未満,225770,24766,855.37657,0.0037887079,0.034538342,0.10969571,0.004372488
13103,港区,municipality,06,40～44歳,I06,250～300万円未満,225770,24766,891.00349,0.0039465097,0.035976883,0.10969571,0.0043725512
13103,港区,municipality,06,40～44歳,I07,300～400万円未満,225770,24766,2263.325,0.010024915,0.091388397,0.10969571,0.010727275
13103,港区,municipality,06,40～44歳,I08,400～500万円未満,225770,24766,2762.4004,0.012235463,0.11154003,0.10969571,0.012189605
13103,港区,municipality,06,40～44歳,I09,500～600万円未満,225770,24766,2206.2603,0.009772159,0.089084242,0.10969571,0.0093793193
13103,港区,municipality,06,40～44歳,I10,600～700万円未満,225770,24766,2542.5978,0.011261894,0.10266485,0.10969571,0.01039024
13103,港区,municipality,06,40～44歳,I11,700～800万円未満,225770,24766,1625.9331,0.0072017234,0.065651825,0.10969571,0.0064629203
13103,港区,municipality,06,40～44歳,I12,800～900万円未満,225770,24766,1150.2247,0.0050946746,0.0464437,0.10969571,0.0044981999
13103,港区,municipality,06,40～44歳,I13,900～1000万円未満,225770,24766,1318.0846,0.0058381741,0.053221537,0.10969571,0.0049418336
13103,港区,municipality,06,40～44歳,I14,1000～1250万円未満,225770,24766,1646.0864,0.0072909881,0.066465573,0.10969571,0.0059932053
13103,港区,municipality,06,40～44歳,I15,1250～1500万円未満,225770,24766,484.86788,0.0021476187,0.019577965,0.10969571,0.0016605107
13103,港区,municipality,06,40～44歳,I16,1500万円以上,225770,24766,1238.9993,0.0054878829,0.050028237,0.10969571,0.0040469205
13103,港区,municipality,07,45～49歳,I01,50万円未満（就業収入なしを含む）,225770,25304,4107.9404,0.018195245,0.16234352,0.11207866,0.019947249
13103,港区,municipality,07,45～49歳,I02,50～100万円未満,225770,25304,682.80669,0.0030243464,0.02698414,0.11207866,0.004734433
13103,港区,municipality,07,45～49歳,I03,100～150万円未満,225770,25304,684.71755,0.0030328102,0.027059656,0.11207866,0.0041590387
13103,港区,municipality,07,45～49歳,I04,150～200万円未満,225770,25304,398.16346,0.00176358,0.015735198,0.11207866,0.0022117613
13103,港区,municipality,07,45～49歳,I05,200～250万円未満,225770,25304,942.83119,0.0041760694,0.037260164,0.11207866,0.0048169398
13103,港区,municipality,07,45～49歳,I06,250～300万円未満,225770,25304,960.8173,0.004255735,0.037970965,0.11207866,0.0048167411
13103,港区,municipality,07,45～49歳,I07,300～400万円未満,225770,25304,2251.9008,0.0099743137,0.088993867,0.11207866,0.010522601
13103,港区,municipality,07,45～49歳,I08,400～500万円未満,225770,25304,2491.2806,0.011034595,0.098454023,0.11207866,0.0110869
13103,港区,municipality,07,45～49歳,I09,500～600万円未満,225770,25304,2560.3389,0.011340475,0.10118317,0.11207866,0.010755479
13103,港区,municipality,07,45～49歳,I10,600～700万円未満,225770,25304,1999.7882,0.0088576346,0.079030516,0.11207866,0.0082705836
13103,港区,municipality,07,45～49歳,I11,700～800万円未満,225770,25304,1861.7826,0.0082463686,0.073576614,0.11207866,0.0074966613
13103,港区,municipality,07,45～49歳,I12,800～900万円未満,225770,25304,1307.8359,0.00579278,0.051684948,0.11207866,0.005020784
13103,港区,municipality,07,45～49歳,I13,900～1000万円未満,225770,25304,1152.6453,0.0051053964,0.045551902,0.11207866,0.004463489
13103,港区,municipality,07,45～49歳,I14,1000～1250万円未満,225770,25304,1955.8586,0.0086630581,0.077294444,0.11207866,0.0072117476
13103,港区,municipality,07,45～49歳,I15,1250～1500万円未満,225770,25304,610.4739,0.0027039638,0.024125589,0.11207866,0.0021414017
13103,港区,municipality,07,45～49歳,I16,1500万円以上,225770,25304,1334.8185,0.0059122934,0.052751283,0.11207866,0.0044228545
13103,港区,municipality,08,50～54歳,I01,50万円未満（就業収入なしを含む）,225770,21721,3639.2236,0.016119164,0.16754402,0.096208531,0.017372787
13103,港区,municipality,08,50～54歳,I02,50～100万円未満,225770,21721,833.6946,0.0036926722,0.038381962,0.096208531,0.0056337668
13103,港区,municipality,08,50～54歳,I03,100～150万円未満,225770,21721,891.1387,0.0039471086,0.041026596,0.096208531,0.0053756511
13103,港区,municipality,08,50～54歳,I04,150～200万円未満,225770,21721,401.79673,0.0017796728,0.018498077,0.096208531,0.0022653229
13103,港区,municipality,08,50～54歳,I05,200～250万円未満,225770,21721,1079.1891,0.0047800377,0.049684135,0.096208531,0.0055638001
13103,港区,municipality,08,50～54歳,I06,250～300万円未満,225770,21721,858.52876,0.0038026698,0.039525287,0.096208531,0.0042780072
13103,港区,municipality,08,50～54歳,I07,300～400万円未満,225770,21721,1723.2503,0.0076327693,0.079335681,0.096208531,0.0079668624
13103,港区,municipality,08,50～54歳,I08,400～500万円未満,225770,21721,1690.6983,0.0074885873,0.07783704,0.096208531,0.0074679711
13103,港区,municipality,08,50～54歳,I09,500～600万円未満,225770,21721,1624.2444,0.0071942437,0.074777607,0.096208531,0.0067528799
13103,港区,municipality,08,50～54歳,I10,600～700万円未満,225770,21721,1727.5138,0.0076516533,0.079531962,0.096208531,0.0070812036
13103,港区,municipality,08,50～54歳,I11,700～800万円未満,225770,21721,1147.7574,0.0050837465,0.052840912,0.096208531,0.0045728745
13103,港区,municipality,08,50～54歳,I12,800～900万円未満,225770,21721,1265.5573,0.005605516,0.05826423,0.096208531,0.0048102606
13103,港区,municipality,08,50～54歳,I13,900～1000万円未満,225770,21721,910.36842,0.0040322825,0.041911902,0.096208531,0.0034104454
13103,港区,municipality,08,50～54歳,I14,1000～1250万円未満,225770,21721,1858.6669,0.0082325681,0.085570043,0.096208531,0.0066436796
13103,港区,municipality,08,50～54歳,I15,1250～1500万円未満,225770,21721,791.17592,0.0035043448,0.03642447,0.096208531,0.0027471806
13103,港区,municipality,08,50～54歳,I16,1500万円以上,225770,21721,1278.1957,0.0056614947,0.058846078,0.096208531,0.0042658378
13103,港区,municipality,09,55～59歳,I01,50万円未満（就業収入なしを含む）,225770,17061,3473.6333,0.015385717,0.2036008,0.075568056,0.017076075
13103,港区,municipality,09,55～59歳,I02,50～100万円未満,225770,17061,505.4218,0.0022386579,0.029624395,0.075568056,0.0035678116
13103,港区,municipality,09,55～59歳,I03,100～150万円未満,225770,17061,476.85475,0.0021121263,0.027949988,0.075568056,0.0028974507
13103,港区,municipality,09,55～59歳,I04,150～200万円未満,225770,17061,359.74824,0.001593428,0.021085999,0.075568056,0.0020173822
13103,港区,municipality,09,55～59歳,I05,200～250万円未満,225770,17061,749.40059,0.0033193099,0.043924776,0.075568056,0.003940056
13103,港区,municipality,09,55～59歳,I06,250～300万円未満,225770,17061,522.85934,0.0023158938,0.030646465,0.075568056,0.0026211244
13103,港区,municipality,09,55～59歳,I07,300～400万円未満,225770,17061,1193.2437,0.0052852183,0.069939847,0.075568056,0.0056335487
13103,港区,municipality,09,55～59歳,I08,400～500万円未満,225770,17061,1228.2237,0.0054401545,0.071990134,0.075568056,0.0055035785
13103,港区,municipality,09,55～59歳,I09,500～600万円未満,225770,17061,1136.4949,0.0050338616,0.066613618,0.075568056,0.0048108362
13103,港区,municipality,09,55～59歳,I10,600～700万円未満,225770,17061,957.67362,0.0042418108,0.056132326,0.075568056,0.0040430824
13103,港区,municipality,09,55～59歳,I11,700～800万円未満,225770,17061,990.79435,0.004388512,0.058073638,0.075568056,0.0039656599
13103,港区,municipality,09,55～59歳,I12,800～900万円未満,225770,17061,988.42189,0.0043780037,0.057934581,0.075568056,0.0037380295
13103,港区,municipality,09,55～59歳,I13,900～1000万円未満,225770,17061,776.20879,0.0034380511,0.04549609,0.075568056,0.002907442
13103,港区,municipality,09,55～59歳,I14,1000～1250万円未満,225770,17061,1507.4539,0.0066769453,0.088356716,0.075568056,0.0054616442
13103,港区,municipality,09,55～59歳,I15,1250～1500万円未満,225770,17061,717.75118,0.0031791256,0.042069702,0.075568056,0.0024871245
13103,港区,municipality,09,55～59歳,I16,1500万円以上,225770,17061,1476.8159,0.0065412405,0.086560921,0.075568056,0.0048972106
13103,港区,municipality,10,60～64歳,I01,50万円未満（就業収入なしを含む）,225770,12041,3264.0676,0.01445749,0.27107945,0.053333038,0.015268841
13103,港区,municipality,10,60～64歳,I02,50～100万円未満,225770,12041,570.23439,0.0025257315,0.047357727,0.053333038,0.0037259431
13103,港区,municipality,10,60～64歳,I03,100～150万円未満,225770,12041,576.25846,0.0025524138,0.047858023,0.053333038,0.0033068885
13103,港区,municipality,10,60～64歳,I04,150～200万円未満,225770,12041,387.17877,0.0017149257,0.032155034,0.053333038,0.0020074791
13103,港区,municipality,10,60～64歳,I05,200～250万円未満,225770,12041,695.38703,0.0030800683,0.057751601,0.053333038,0.0033298905
13103,港区,municipality,10,60～64歳,I06,250～300万円未満,225770,12041,571.70408,0.0025322411,0.047479784,0.053333038,0.002668144
13103,港区,municipality,10,60～64歳,I07,300～400万円未満,225770,12041,1235.2101,0.0054710992,0.10258368,0.053333038,0.0055729327
13103,港区,municipality,10,60～64歳,I08,400～500万円未満,225770,12041,796.26579,0.0035268893,0.06612954,0.053333038,0.0033712287
13103,港区,municipality,10,60～64歳,I09,500～600万円未満,225770,12041,584.52893,0.0025890461,0.048544883,0.053333038,0.0023717021
13103,港区,municipality,10,60～64歳,I10,600～700万円未満,225770,12041,566.16939,0.0025077264,0.04702013,0.053333038,0.0021519487
13103,港区,municipality,10,60～64歳,I11,700～800万円未満,225770,12041,381.13454,0.001688154,0.031653064,0.053333038,0.0014473291
13103,港区,municipality,10,60～64歳,I12,800～900万円未満,225770,12041,397.37298,0.0017600788,0.033001659,0.053333038,0.0014614422
13103,港区,municipality,10,60～64歳,I13,900～1000万円未満,225770,12041,361.1033,0.0015994299,0.029989478,0.053333038,0.0012459273
13103,港区,municipality,10,60～64歳,I14,1000～1250万円未満,225770,12041,577.38919,0.0025574221,0.04795193,0.053333038,0.001990374
13103,港区,municipality,10,60～64歳,I15,1250～1500万円未満,225770,12041,171.56386,0.00075990547,0.014248306,0.053333038,0.00056259279
13103,港区,municipality,10,60～64歳,I16,1500万円以上,225770,12041,905.43163,0.0040104161,0.075195717,0.053333038,0.0028503738
13103,港区,municipality,11,65～69歳,I01,50万円未満（就業収入なしを含む）,225770,9973,4602.6017,0.020386241,0.46150624,0.044173274,0.021307211
13103,港区,municipality,11,65～69歳,I02,50～100万円未満,225770,9973,485.80217,0.002151757,0.048711739,0.044173274,0.0030551911
13103,港区,municipality,11,65～69歳,I03,100～150万円未満,225770,9973,594.59504,0.0026336317,0.059620479,0.044173274,0.0032582893
13103,港区,municipality,11,65～69歳,I04,150～200万円未満,225770,9973,465.47219,0.0020617096,0.046673236,0.044173274,0.0023429969
13103,港区,municipality,11,65～69歳,I05,200～250万円未満,225770,9973,545.16027,0.002414671,0.054663619,0.044173274,0.0025469552
13103,港区,municipality,11,65～69歳,I06,250～300万円未満,225770,9973,312.87774,0.0013858251,0.03137248,0.044173274,0.0013785595
13103,港区,municipality,11,65～69歳,I07,300～400万円未満,225770,9973,533.62712,0.0023635874,0.053507181,0.044173274,0.0022168686
13103,港区,municipality,11,65～69歳,I08,400～500万円未満,225770,9973,496.3617,0.0021985281,0.04977055,0.044173274,0.0018806611
13103,港区,municipality,11,65～69歳,I09,500～600万円未満,225770,9973,215.84597,0.00095604361,0.021643033,0.044173274,0.00079802601
13103,港区,municipality,11,65～69歳,I10,600～700万円未満,225770,9973,273.19826,0.0012100733,0.027393789,0.044173274,0.00096278707
13103,港区,municipality,11,65～69歳,I11,700～800万円未満,225770,9973,215.27074,0.00095349576,0.021585354,0.044173274,0.0007413429
13103,港区,municipality,11,65～69歳,I12,800～900万円未満,225770,9973,138.5193,0.00061354165,0.013889431,0.044173274,0.00046216588
13103,港区,municipality,11,65～69歳,I13,900～1000万円未満,225770,9973,122.2344,0.00054141115,0.012256532,0.044173274,0.00040565359
13103,港区,municipality,11,65～69歳,I14,1000～1250万円未満,225770,9973,288.58454,0.0012782236,0.028936583,0.044173274,0.00089700608
13103,港区,municipality,11,65～69歳,I15,1250～1500万円未満,225770,9973,143.53978,0.00063577879,0.014392838,0.044173274,0.00042208077
13103,港区,municipality,11,65～69歳,I16,1500万円以上,225770,9973,539.30908,0.0023887544,0.054076916,0.044173274,0.0014974783
13103,港区,municipality,12,70～74歳,I01,50万円未満（就業収入なしを含む）,225770,11354,6515.9243,0.028860895,0.573888,0.050290118,0.029970315
13103,港区,municipality,12,70～74歳,I02,50～100万円未満,225770,11354,756.91255,0.0033525825,0.066664836,0.050290118,0.0044060585
13103,港区,municipality,12,70～74歳,I03,100～150万円未満,225770,11354,631.65186,0.002797767,0.05563254,0.050290118,0.0032064475
13103,港区,municipality,12,70～74歳,I04,150～200万円未満,225770,11354,432.05543,0.0019136972,0.038053147,0.050290118,0.0019929173
13103,港区,municipality,12,70～74歳,I05,200～250万円未満,225770,11354,488.04218,0.0021616786,0.042984162,0.050290118,0.0021623679
13103,港区,municipality,12,70～74歳,I06,250～300万円未満,225770,11354,343.01196,0.0015192982,0.030210671,0.050290118,0.0014080332
13103,港区,municipality,12,70～74歳,I07,300～400万円未満,225770,11354,426.96619,0.0018911556,0.037604914,0.050290118,0.0016281584
13103,港区,municipality,12,70～74歳,I08,400～500万円未満,225770,11354,354.37764,0.0015696401,0.0312117,0.050290118,0.0012901568
13103,港区,municipality,12,70～74歳,I09,500～600万円未満,225770,11354,305.98873,0.0013553117,0.026949862,0.050290118,0.0010636621
13103,港区,municipality,12,70～74歳,I10,600～700万円未満,225770,11354,75.030392,0.0003323311,0.0066082783,0.050290118,0.0002520432
13103,港区,municipality,12,70～74歳,I11,700～800万円未満,225770,11354,63.911366,0.00028308175,0.0056289736,0.050290118,0.00021083551
13103,港区,municipality,12,70～74歳,I12,800～900万円未満,225770,11354,89.796009,0.00039773225,0.0079087554,0.050290118,0.00027180926
13103,港区,municipality,12,70～74歳,I13,900～1000万円未満,225770,11354,65.012964,0.00028796104,0.0057259964,0.050290118,0.00020092033
13103,港区,municipality,12,70～74歳,I14,1000～1250万円未満,225770,11354,286.47429,0.0012688767,0.025231134,0.050290118,0.00083023281
13103,港区,municipality,12,70～74歳,I15,1250～1500万円未満,225770,11354,115.08782,0.00050975692,0.010136324,0.050290118,0.0003159946
13103,港区,municipality,12,70～74歳,I16,1500万円以上,225770,11354,403.7563,0.0017883523,0.03556071,0.050290118,0.001080166
13103,港区,municipality,13,75歳以上,I01,50万円未満（就業収入なしを含む）,225770,22262,17701.886,0.078406725,0.79516154,0.098604775,0.079918459
13103,港区,municipality,13,75歳以上,I02,50～100万円未満,225770,22262,844.16266,0.0037390382,0.037919444,0.098604775,0.0046980827
13103,港区,municipality,13,75歳以上,I03,100～150万円未満,225770,22262,521.27924,0.0023088951,0.023415652,0.098604775,0.0025344854
13103,港区,municipality,13,75歳以上,I04,150～200万円未満,225770,22262,534.27422,0.0023664536,0.023999381,0.098604775,0.0023978332
13103,港区,municipality,13,75歳以上,I05,200～250万円未満,225770,22262,339.23039,0.0015025486,0.015238091,0.098604775,0.0014489212
13103,港区,municipality,13,75歳以上,I06,250～300万円未満,225770,22262,211.55332,0.00093703026,0.0095028893,0.098604775,0.00084640247
13103,港区,municipality,13,75歳以上,I07,300～400万円未満,225770,22262,455.29654,0.0020166388,0.020451736,0.098604775,0.0017150181
13103,港区,municipality,13,75歳以上,I08,400～500万円未満,225770,22262,323.17293,0.0014314255,0.014516797,0.098604775,0.0011194214
13103,港区,municipality,13,75歳以上,I09,500～600万円未満,225770,22262,276.78765,0.0012259718,0.012433189,0.098604775,0.00092505115
13103,港区,municipality,13,75歳以上,I10,600～700万円未満,225770,22262,208.27005,0.00092248769,0.0093554059,0.098604775,0.00066201104
